成果名称            成果类型            时间                作者                单位                支撑基金            
大量批量测试797     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试798     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试799     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试8       大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试80      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试800     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试801     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试802     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试803     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试804     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试805     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试806     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试807     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试808     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试809     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试81      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试810     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试811     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试812     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试813     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试814     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试815     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试816     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试817     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试818     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试819     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试82      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试820     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试821     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试822     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试823     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试824     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试825     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试826     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试827     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试828     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试829     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试83      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试830     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试831     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试832     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试833     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试834     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试835     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试836     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试837     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试838     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试839     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试84      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试840     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试841     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试842     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试843     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试844     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试845     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试846     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试847     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试848     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试849     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试85      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试850     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试851     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试852     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试853     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试854     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试855     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试856     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试857     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试858     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试859     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试86      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试860     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试861     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试862     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试863     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试864     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试865     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试866     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试867     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试868     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试869     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试87      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试870     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试871     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试872     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试873     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试874     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试875     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试876     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试877     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试878     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试879     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试88      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试880     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试881     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试882     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试883     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试884     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试885     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试886     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试887     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试888     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试889     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试89      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试890     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试891     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试892     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试893     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试894     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试895     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试896     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试897     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试898     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试899     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试9       大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试90      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试900     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试901     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试902     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试903     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试904     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试905     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试906     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试907     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试908     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试909     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试91      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试910     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试911     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试912     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试913     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试914     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试915     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试916     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试917     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试918     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试919     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试92      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试920     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试921     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试922     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试923     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试924     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试925     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试926     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试927     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试928     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试929     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试93      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试930     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试931     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试932     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试933     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试934     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试935     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试936     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试937     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试938     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试939     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试94      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试940     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试941     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试942     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试943     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试944     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试945     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试946     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试947     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试948     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试949     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试95      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试950     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试951     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试952     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试953     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试954     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试955     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试956     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试957     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试958     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试959     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试96      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试960     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试961     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试962     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试963     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试964     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试965     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试966     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试967     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试968     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试969     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试97      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试970     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试971     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试972     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试973     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试974     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试975     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试976     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试977     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试978     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试979     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试98      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试980     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试981     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试982     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试983     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试984     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试985     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试986     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试987     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试988     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试989     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试99      大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试990     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试991     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试992     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试993     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试994     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试995     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试996     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试997     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试998     大量测试类型        2016-01-01          大量作者            大量公司            100000              
大量批量测试999     大量测试类型        2016-01-01          大量作者            大量公司            100000              
